"pid","s1"
2508,591336.432288123
2509,337182.591410938
2510,95809.8207932104
2511,791934.442462648
2512,294683.919013215
2513,168517.961058913
2514,524595.026057325
2515,387538.981248916
2516,261737.659542008
2517,364205.118275937
2518,253225.86902402
2519,218200.486084253
2520,354075.162418655
2521,201171.112489278
2522,215908.219188987
2523,418995.13620363
2524,455024.524670145
2525,263349.659257286
2526,70826.4843555629
2527,366050.062912644
2528,445333.128126713
2529,351238.336207251
2530,201407.397983101
2531,312361.62145693
2532,278125.548695089
2533,254958.052730507
2534,791389.127495777
2535,218921.483502159
2536,480206.784833903
2537,298347.399879803
2538,433396.245488477
2539,209792.604836038
2540,144519.412819709
2541,247494.704893606
2542,163692.769003391
2543,337884.201377032
2544,441016.861720339
2545,136788.611858733
2546,307919.304958172
2547,58351.7402516365
2548,61742.7531964006
2549,545147.784029818
2550,118193.621517077
2551,133503.101947119
2552,89401.0683023283
2553,649590.642121216
2554,153057.394312725
2555,179500.149331701
2556,292852.143837734
2557,579353.728006745
2558,256637.265454668
2559,167600.064825542
2560,462206.704108591
2561,201361.671266906
2562,283406.26404036
2563,683124.237637796
2564,270402.667057218
2565,243215.461694596
2566,354624.737391859
2567,454037.213242539
2568,287769.820208166
2569,150081.29860945
2570,554586.882315147
2571,243522.238112369
2572,466180.474274015
2573,255532.977411451
2574,88313.9388190599
2575,265362.784517394
2576,189262.377305962
2577,638497.828035024
2578,141211.450837829
2579,426467.697004805
2580,350224.595213159
2581,289502.698487361
2582,207803.722725436
2583,247537.892277167
2584,80235.7998203399
2585,290028.117558353
2586,314810.993908607
2587,583994.674999953
2588,520909.028984813
2589,190447.001421463
2590,183311.406453854
2591,107947.614774816
2592,117622.974855539
2593,139690.518730677
2594,319983.305533616
2595,232224.289427641
2596,133406.131789803
2597,179956.67887915
2598,384143.345729601
2599,300802.515975731
2600,579849.194726184
2601,269318.210260274
2602,382891.063304887
2603,279581.764137842
2604,246998.021235944
2605,311404.497673747
2606,186509.042736438
2607,111628.379669281
2608,295342.661896497
2609,509675.685751751
2610,409446.691185414
2611,157513.687412176
2612,275134.61319334
2613,188284.198575641
2614,328615.729901398
2615,260878.120969133
2616,269515.292417524
2617,307681.39192553
2618,536273.33822087
2619,108935.78297598
2620,134367.979793759
2621,283436.879842056
2622,259101.601864196
2623,255979.664517476
2624,317320.480904885
2625,584577.935560586
2626,144625.685164958
2627,497205.77048243
2628,337313.619741973
2629,257204.54262795
2630,7612.92329070959
2631,600727.963216421
2632,439578.559134766
2633,473277.99184581
2634,113196.678609984
2635,115941.038261345
2636,516789.839221575
2637,287836.723265618
2638,484513.783920582
2639,224857.389693543
2640,174907.124780425
2641,214754.620807163
2642,176469.059153265
2643,247512.141660073
2644,299825.347141016
2645,181336.198999922
2646,413042.046112873
2647,238131.749230251
2648,286643.446257511
2649,322428.860150609
2650,204913.44083962
2651,216440.367858685
2652,592939.815852681
2653,173841.972253363
2654,463905.680685979
2655,120289.841925681
2656,233549.690198231
2657,195627.323697151
2658,107689.24824452
2659,626354.697224549
2660,182398.991670521
2661,310856.6683615
2662,611806.027608636
2663,250263.073304975
2664,139026.815708925
2665,366218.494984623
2666,198042.988124863
2667,123103.182613719
2668,469625.681250174
2669,176278.470358486
2670,249405.873191363
2671,292311.621209269
2672,431575.289435368
2673,244461.33215547
2674,177532.345694598
2675,174445.172983272
2676,382463.537301734
2677,372320.939281665
2678,262908.832127063
2679,184355.08665075
2680,164408.678182508
2681,84201.4457738863
2682,139453.605911245
2683,544497.582109106
2684,345052.53324351
2685,128692.520739445
2686,195402.425171065
2687,258098.588931382
2688,109138.173487972
2689,647750.225905444
2690,525601.816351511
2691,49016.3431398738
2692,457913.911652117
2693,186146.836947701
2694,61221.4904237997
2695,129277.618611459
2696,598655.89148733
2697,665942.548136195
2698,266557.352950425
2699,651436.089672967
2700,480128.792997004
2701,222555.456912252
2702,367636.23604537
2703,233591.449332277
2704,64931.1768265991
2705,272260.565851155
2706,73994.8149516995
2707,632010.542338859
2708,127153.465032939
2709,386919.315863048
2710,287301.918454405
2711,551901.126873191
2712,231494.858886406
2713,315490.572200714
2714,255174.205166745
2715,327016.425089909
2716,132092.027141431
2717,304241.625092915
2718,197807.553459386
2719,634784.094543727
2720,287432.56576203
2721,368666.310949465
2722,416350.304692758
2723,587723.12727892
2724,251358.464259221
2725,111483.761241722
2726,364721.187593699
2727,304621.604861025
2728,244782.027614194
2729,99312.9385493934
2730,319451.664053594
2731,303812.18640684
2732,287776.140443533
2733,137460.965085323
2734,165664.122408083
2735,318777.772977505
2736,201851.969033662
2737,507207.988779703
2738,360356.437084783
2739,222180.661992525
2740,317435.797026592
2741,303021.73726408
2742,70690.5378305393
2743,392299.650303333
2744,427012.592779487
2745,66759.2946971737
2746,188781.966550174
2747,431222.542150295
2748,284516.570235287
2749,312203.584710323
2750,320049.824102587
2751,64793.142538245
2752,646710.340309103
2753,630783.493780637
2754,235591.913050017
2755,353614.94502475
2756,317351.531552488
2757,90113.0332117538
2758,340323.461605124
2759,66545.9600030596
2760,321486.441862651
2761,131888.581321742
2762,247478.137332791
2763,212835.534388736
2764,280456.519027228
2765,223085.290597505
2766,706808.23875742
2767,289144.811628996
2768,492772.490548893
2769,191933.905176078
2770,416090.838368601
2771,247893.90011364
2772,229645.44276647
2773,201498.456207532
2774,294084.94170934
2775,30821.7083083068
2776,105417.254089218
2777,179664.062197073
2778,1115558.87961992
2779,278224.612016708
2780,114865.479443246
2781,35998.0870305025
2782,407744.798638643
2783,290823.134796265
2784,302088.199486009
2785,541208.109859255
2786,169464.69784605
2787,183556.418485642
2788,321798.134203736
2789,317701.354900471
2790,555184.931941703
2791,424959.861901123
2792,560479.695255511
2793,74428.0639693433
2794,154737.971107613
2795,222913.15354482
2796,757274.258919871
2797,268343.011108312
2798,86378.8628023003
2799,163614.842558804
2800,189825.352790704
2801,129137.295198317
2802,327015.930452856
2803,625629.325469877
2804,34383.3454858215
2805,529575.325341417
2806,450639.28758829
2807,541119.616807703
2808,494817.144994773
2809,169497.261109424
2810,365982.174264395
2811,316138.13616955
2812,102937.952626141
2813,518621.015178306
2814,588810.860371134
2815,141765.05280789
2816,436212.808251818
2817,220183.321685115
2818,594982.970697848
2819,422902.587064225
2820,221937.295235162
2821,273992.805189812
2822,218833.193528548
2823,385648.759567843
2824,649130.649007371
2825,465486.592009885
2826,111102.973350433
2827,187447.638090704
2828,453332.646074704
2829,139099.519854305
2830,491578.105287518
2831,53096.1594971313
2832,233789.450458758
2833,200558.131945372
2834,351832.901796224
2835,243345.776089372
2836,200687.80930992
2837,250474.48892534
2838,564024.83037441
2839,141762.300522564
2840,381319.329936028
2841,255424.683511096
2842,321982.093210025
2843,263956.278086249
2844,108761.743528357
2845,265538.855775153
2846,251825.024912981
2847,242582.457019544
2848,171501.25255775
2849,89608.0842501408
2850,270388.271325627
2851,453072.483494618
2852,144772.201578921
2853,286085.107401184
2854,104958.171226482
2855,173945.80603128
2856,234873.804805868
2857,198978.113617799
2858,79054.6646419937
2859,294602.181188483
2860,70074.01601328
2861,187996.883836865
2862,279575.823464355
2863,60769.064917071
2864,218066.002257744
2865,293773.723691926
2866,440019.101137873
2867,290619.218527249
2868,134557.615236042
2869,240420.75141249
2870,313380.357607462
2871,747555.747244416
2872,354955.282899058
2873,498423.02807657
2874,189522.887744647
2875,219680.347383129
2876,335498.378096087
2877,174177.278653296
2878,256892.831470264
2879,333238.950131973
2880,51975.0683006687
2881,164837.219611378
2882,304276.954042215
2883,62092.722407928
2884,117863.854662078
2885,207633.565996747
2886,530076.726461299
2887,428167.497106572
2888,434589.958092467
2889,218717.673068079
2890,245964.661611394
2891,216915.767948428
2892,248787.122996622
2893,166699.260122626
2894,77699.6618219275
2895,48346.4516311528
2896,96096.3221415317
2897,329615.134757498
2898,657559.124722624
2899,404499.28960794
2900,283975.860702786
2901,482461.618405702
2902,227432.104010729
2903,199382.825648022
2904,530916.851230618
2905,517329.479216986
2906,412588.990974953
2907,71361.2740801725
2908,294111.172117789
2909,422236.96693407
2910,134505.329913197
2911,265697.491976478
2912,40351.8451118659
2913,311049.035725832
2914,363442.174631783
2915,629069.886611588
2916,203408.95280368
2917,238595.514524049
2918,345317.427572824
2919,166171.591284871
2920,159333.869443924
2921,104794.305533054
2922,437583.702813011
2923,370162.155599121
2924,116496.594259716
2925,118440.071644656
2926,241772.649288447
2927,249296.303472217
2928,307174.567003777
2929,108540.583864458
2930,308126.29331725
2931,46264.6469527194
2932,268230.88990307
2933,224412.759849317
2934,449024.968963737
2935,300898.69716042
2936,88215.0951889373
2937,633654.813481676
2938,488451.771532643
2939,558167.236509926
2940,160032.926895481
2941,145794.237723489
2942,208192.60228767
2943,226318.444556956
2944,322949.911468998
2945,296239.593419612
2946,433245.387469584
2947,219295.201846645
2948,356592.840815937
2949,249416.752415045
2950,296834.31038615
2951,331775.510768377
2952,773854.891543768
2953,249282.298912169
2954,274763.266826064
2955,243453.239764077
2956,157252.950007499
2957,319772.492860152
2958,109753.180188162
2959,168359.419028925
2960,282447.763436756
2961,183757.471691961
2962,237274.734455871
2963,310923.720981482
2964,266679.42167009
2965,496696.382764453
2966,358018.710805111
2967,474583.552549904
2968,94951.8452072409
2969,184366.298686531
2970,222861.702690124
2971,285308.767860484
2972,298597.563689252
2973,359814.772056216
2974,50582.269478468
2975,211289.025725131
2976,424947.168975142
2977,372994.030278215
2978,126534.42737567
2979,117464.57931545
2980,432649.998435579
2981,149577.658083112
2982,262398.355306851
2983,52187.9094486395
2984,181506.565774079
2985,459514.08325605
2986,235319.876795253
2987,263699.926209725
2988,388515.768465305
2989,447661.699659003
2990,55825.9893349328
2991,483116.771391422
2992,160852.26381909
2993,357653.627856613
2994,239606.904782674
2995,252855.810493983
2996,659948.001009838
2997,201008.625729072
2998,385129.045819573
2999,749564.738201839
3000,402335.145478047
3001,283265.706018104
3002,472612.386243467
3003,199100.496970579
3004,517132.214673231
3005,142009.622104829
3006,62399.4536668696
3007,498207.088520083
3008,394150.680914179
3009,469487.478917332
3010,16346.6565977723
3011,491632.049499788
3012,119229.049173657
3013,312422.359933828
3014,19690.2302674565
3015,561417.745739059
3016,180796.28700094
3017,71255.2418112678
3018,203295.974339864
3019,173211.543096579
3020,453319.844805341
3021,506355.779777891
3022,291774.141678386
3023,182091.803369099
3024,194368.65709812
3025,294485.385128319
3026,652117.417978152
3027,89643.3882675029
3028,350305.458550622
3029,273877.003413789
3030,114058.210977333
3031,291674.839322437
3032,251708.314402572
3033,203212.496182384
3034,525326.397405549
3035,133834.105061955
3036,88540.8645399034
3037,83661.1284412922
3038,274538.26881659
3039,149464.457871571
3040,273321.274853108
3041,240072.481936316
3042,52718.5348102123
3043,306301.523235851
3044,771428.369405287
3045,80529.7308368356
3046,132220.833637351
3047,298012.466854573
3048,295913.14902081
3049,329562.332947006
3050,615817.297570143
3051,204267.133054034
3052,156144.273828105
3053,290121.103988434
3054,437795.711650509
3055,348353.556315183
3056,625805.80393467
3057,380134.392297195
3058,241587.696443812
3059,564345.288248163
3060,173587.965263282
3061,133429.728649719
3062,286401.009546358
3063,398035.697655845
3064,127133.615923855
3065,260173.697619514
3066,227227.42870598
3067,317041.611288234
3068,359860.079776179
3069,81956.1206135847
3070,52992.7993563686
3071,209787.656556899
3072,116527.545991749
3073,450975.319954414
3074,8475.03211333249
3075,588219.180215181
3076,88668.9823802228
3077,562482.457967891
3078,334600.454359501
3079,312898.512793679
3080,414257.068344103
3081,390411.03961558
3082,465838.876527705
3083,335036.806438474
3084,465356.703298053
3085,350920.693830231
3086,236507.534076368
3087,264046.282287764
3088,529871.083196872
3089,66944.2495788662
3090,111623.126352463
3091,473558.727952862
3092,216230.45750313
3093,230778.003433158
3094,326880.372566333
3095,398086.705890838
3096,173087.046092663
3097,338844.470301473
3098,570974.271345277
3099,294234.781245401
3100,258812.185985615
3101,214921.459640221
3102,75815.0091589921
3103,293557.432616642
3104,482650.907507858
3105,480857.855851963
3106,287422.449835335
3107,254591.695222602
3108,280846.914699875
3109,363767.115482629
3110,332406.325111885
3111,258086.912056285
3112,740145.407461271
3113,653574.341721542
3114,286715.372450428
3115,174967.618309101
3116,239359.451437215
3117,509796.321307848
3118,388085.765119494
3119,209273.742756964
3120,356557.681393952
3121,416657.243159696
3122,132617.214310994
3123,328251.487301822
3124,362668.088125994
3125,259136.092788043
3126,761888.189260497
3127,286547.587877651
3128,375211.037537448
3129,234069.962070228
3130,510747.141035691
3131,294132.389698098
3132,338316.438608457
3133,480384.357000177
3134,406827.233801118
3135,353443.482024576
3136,325711.69945038
3137,352268.918501182
3138,353556.408231261
3139,219502.416929441
3140,279405.58783841
3141,108855.00934858
3142,297364.278950113
3143,150989.194641388
3144,168717.043666713
3145,199032.63711722
3146,298009.047474294
3147,336843.494186674
3148,288324.108677013
3149,145891.251902057
3150,143494.197231989
3151,194225.389300722
3152,275841.991145586
3153,184906.542247011
3154,303536.796666446
3155,178879.330724398
3156,283790.56672944
3157,460269.420191493
3158,215254.767051348
3159,101803.537327502
3160,401511.502865844
3161,260464.410761773
3162,267875.217004639
3163,368103.846803749
3164,304852.4104239
3165,237752.697047402
3166,48536.573283571
3167,443498.680182835
3168,460900.065647477
3169,332459.711049728
3170,167733.040804688
3171,283489.888427641
3172,248566.319709243
3173,134822.23982888
3174,165465.426568812
3175,152951.980333824
3176,202024.298323483
3177,326712.473430451
3178,265636.123533201
3179,123547.47468071
3180,116148.392627571
3181,82922.1546936031
3182,248137.41885482
3183,123312.276975849
3184,500995.652537534
3185,78259.5595371987
3186,407184.019539714
3187,228413.501425457
3188,216495.413135104
3189,259689.462057967
3190,176379.838935092
3191,619115.04250605
3192,312301.427322616
3193,432298.74743234
3194,417980.916312118
3195,147668.693776315
3196,321901.004473272
3197,488161.548902768
3198,229570.761008248
3199,247913.366742952
3200,92105.0031330865
3201,234958.294587069
3202,494860.075312505
3203,489783.082233415
3204,568196.181865123
3205,260333.369865147
3206,336628.144176448
3207,686435.588145552
3208,114958.076491564
3209,371360.517632202
3210,484364.161398085
3211,195247.513643808
3212,38395.1158018736
3213,405523.174136118
3214,297494.649168944
3215,58814.0755947486
3216,211682.319223061
3217,452078.378932566
3218,296625.458024516
3219,566338.303675577
3220,202949.930063013
3221,357031.954136425
3222,317017.975774879
3223,285308.668773638
3224,253100.465828293
3225,327964.866158852
3226,253790.04387999
3227,41230.8465380576
3228,584343.872265724
3229,189010.669575492
3230,211109.755653615
3231,237779.67393972
3232,294314.176715584
3233,219921.829492812
3234,250360.233282916
3235,125605.547779722
3236,181689.115105348
3237,311300.710670978
3238,573697.481719524
3239,218695.806661663
3240,142415.799513865
3241,1106781.14926672
3242,567516.592425069
3243,373736.087598207
3244,179632.197099288
3245,290245.444377813
3246,348144.40306843
3247,487668.4267935
3248,426335.088341286
3249,186873.756353205
3250,86061.6202725974
3251,251258.347824748
3252,749243.406510994
3253,190589.704622062
3254,588103.292605493
3255,90443.1377467865
3256,274217.369287745
3257,550906.07815807
3258,618610.663145134
3259,147125.2774185
3260,241052.620700396
3261,411775.945695837
3262,366622.036446593
3263,180795.273854647
3264,371601.901557837
3265,121711.032759066
3266,210935.638266479
3267,581216.864489769
3268,308450.916373995
3269,585728.366973872
3270,367186.414330716
3271,587107.9176043
3272,505286.792559429
3273,111461.329739726
3274,279052.173653845
3275,99246.8290060493
3276,564542.280600092
3277,380957.400534521
3278,183163.192736267
3279,384458.211418069
3280,348444.883270252
3281,315037.077957509
3282,345436.297779403
3283,254132.560278279
3284,180055.317988448
3285,112446.589664126
3286,471047.890214378
3287,198861.407660732
3288,217141.707766318
3289,314789.931544404
3290,220262.941426339
3291,405917.842890822
3292,335250.510263614
3293,79080.2850767305
3294,186946.54717959
3295,165385.012388032
3296,366571.509195401
3297,432852.134185401
3298,118951.078821459
3299,118890.951247705
3300,50030.4036471841
3301,237301.107376601
3302,251597.865401462
3303,193387.51893525
3304,334708.972323079
3305,142369.112803104
3306,261073.725771776
3307,159983.307281638
3308,110506.477915318
3309,117894.415785467
3310,146226.938676735
3311,312082.379831747
3312,129469.628426815
3313,150778.348424461
3314,197300.35286877
3315,242859.525204117
3316,200262.530978361
3317,201364.028022965
3318,173685.304725954
3319,251653.688436736
3320,223893.247167367
3321,398999.048802126
3322,69442.8062227103
3323,511680.201023897
3324,223915.620779878
3325,353704.330756221
3326,52315.0131834445
3327,261935.281028746
3328,230958.761642445
3329,311171.920155988
3330,416877.643296305
3331,351678.662624675
3332,391846.935593435
3333,150889.033576014
3334,233182.406382566
3335,462088.065642976
3336,289908.782321653
3337,386830.005147565
3338,118753.58156888
3339,197546.912797905
3340,78034.8590650522
3341,51671.4227247743
3342,214959.230306643
3343,476418.820761508
3344,324421.990652693
3345,71305.2874836601
3346,170769.900170334
3347,202133.463471127
3348,172869.775654708
3349,182701.868745826
3350,178011.020653928
3351,491688.738197031
3352,259577.929276505
3353,157650.75900576
3354,4108.24489880024
3355,53294.1418276969
3356,125887.29253715
3357,277921.869738244
3358,171141.588968912
3359,185639.265115114
3360,421616.078802775
3361,259690.625462193
3362,411325.788906273
3363,269966.814061798
3364,242495.455432911
3365,167849.379689528
3366,418108.576051553
3367,622762.776684878
3368,257528.593131919
3369,210384.205610983
3370,525496.033088267
3371,132616.005353228
3372,144536.354988828
3373,110118.748520155
3374,332861.980144338
3375,258289.520387605
3376,336565.528765587
3377,655692.511682061
3378,357215.984954577
3379,482644.965933878
3380,136246.042236142
3381,537655.225543161
3382,176466.40862926
3383,244993.652056479
3384,295319.757893121
3385,338937.728993802
3386,52650.7845574532
3387,232349.003499603
3388,719543.93814716
3389,175411.061868182
3390,272415.812972967
3391,305142.251492832
3392,454303.014744721
3393,435729.926478861
3394,335693.859808056
3395,192071.105132913
3396,400946.873440559
3397,203947.271578224
3398,296541.839310342
3399,428627.17230017
3400,373539.611673917
3401,292138.611139803
3402,185438.298876104
3403,335718.924783277
3404,167598.762066717
3405,292849.750283012
3406,84678.9950858207
3407,462110.7778651
3408,231264.57998081
3409,394873.58361207
3410,188820.207174411
3411,190951.715841999
3412,76943.5431238729
3413,350210.642058151
3414,187105.240281039
3415,222514.135994626
3416,290804.241860225
3417,267677.677309528
3418,393846.440855863
3419,137232.239534393
3420,213634.554250487
3421,191618.166929285
3422,227977.627092143
3423,283883.824277406
3424,169028.985846709
3425,109459.348364319
3426,94609.0766730473
3427,60457.0116718413
3428,142777.815942716
3429,173433.569675325
3430,241666.528547215
3431,726560.617289923
3432,103612.328240099
3433,298857.277606906
3434,210823.337188343
3435,482792.180405764
3436,520214.688128029
3437,186260.617153899
3438,249743.726743091
3439,359745.686186321
3440,438314.235908393
3441,84991.2247054891
3442,178166.257550834
3443,316342.298223983
3444,479723.52675173
3445,303445.355856072
3446,404989.651991529
3447,444352.775736956
3448,299394.628770229
3449,167948.911085904
3450,298958.083124726
3451,97895.8639828696
3452,146082.464889209
3453,433705.827768672
3454,632928.989112419
3455,303076.135288142
3456,260143.916191961
3457,497662.969968306
3458,174970.226467499
3459,91281.4441986879
3460,404240.190983792
3461,265524.286365255
3462,149364.897989675
3463,45945.5085248601
3464,528939.156342643
3465,255621.868021204
3466,439906.247939187
3467,119358.366096575
3468,222423.864475698
3469,126739.152608144
3470,389853.111443837
3471,215469.077689637
3472,422214.164803566
3473,559901.794541515
3474,119310.94736486
3475,160469.2547251
3476,137125.419842385
3477,51944.5161846042
3478,391088.404778604
3479,151058.463074906
3480,254911.591815029
3481,312205.774175962
3482,586287.512204304
3483,254139.82288033
3484,150885.733133167
3485,443506.763460328
3486,317403.776007671
3487,368653.181058394
3488,22552.710958035
3489,300267.63943779
3490,333814.253277204
3491,586829.748193362
3492,199520.777925253
3493,507451.806090782
3494,483745.299742327
3495,161923.374917225
3496,313565.312700657
3497,86959.289035237
3498,490342.210614972
3499,465465.083852412
3500,172009.750210072
3501,504533.764513164
3502,189805.770524937
3503,248631.912426758
3504,361988.478897237
3505,270734.896165219
3506,93273.4936851237
3507,188289.220388058
3508,52210.04239449
3509,98440.6111495195
3510,715873.632314163
3511,352824.809600633
3512,289852.099589695
3513,324295.362072219
3514,229251.500144239
3515,356725.581194749
3516,358035.499522429
3517,158976.243348918
3518,158539.208398504
3519,492582.950552075
3520,605269.356972044
3521,599790.084165191
3522,141279.861649198
3523,191714.935904281
3524,307566.987048019
3525,402472.208266912
3526,114365.947135834
3527,86878.2823027694
3528,314984.945187248
3529,338058.380519146
3530,187775.581601522
3531,321562.729048372
3532,130654.108769445
3533,203082.323115787
3534,209987.854342817
3535,306108.925234543
3536,649135.353032812
3537,569682.760647636
3538,112248.376323293
3539,93354.1982477746
3540,248786.070654057
3541,318294.722677148
3542,499073.717803217
3543,203670.424172907
3544,170000.554257224
3545,311673.218444586
3546,624073.960848779
3547,478332.947643288
3548,347227.099609878
3549,334670.708855798
3550,851715.600296305
3551,251704.931284873
3552,530209.861761896
3553,564871.340034621
3554,413047.133723668
3555,238339.811668968
3556,289746.047327901
3557,264985.575611842
3558,363565.823629083
3559,156181.725085105
3560,222933.704818719
3561,538152.863047754
3562,375337.832583939
3563,886202.128566748
3564,640814.98050027
3565,427484.351994953
3566,295272.11301911
3567,338408.140041528
3568,56175.8584574229
3569,704243.200516522
3570,638435.952447189
3571,434405.370331139
3572,175158.204498572
3573,345341.378838195
3574,49323.1421199422
3575,176560.331048157
3576,359149.499245669
3577,176933.944731444
3578,145093.478732646
3579,320113.594339724
3580,336817.625456931
3581,155421.958857027
3582,293086.577809958
3583,512770.162242877
3584,1294447.36191367
3585,235373.139095943
3586,54768.1472601542
3587,261557.42049731
3588,341845.130929326
3589,564225.271549023
3590,493830.639586327
3591,189565.387887506
3592,243885.489228262
3593,228727.881405817
3594,274891.439790892
3595,753132.746240386
3596,368718.522540301
3597,296257.024512596
3598,237030.339289738
3599,433138.803973385
3600,341353.214562138
3601,383617.559367621
3602,188131.025488525
3603,128110.627315707
3604,114240.293346478
3605,154508.162959118
3606,607543.040742728
3607,357072.317516667
3608,585706.311619112
3609,141896.799703472
3610,318823.054363791
3611,406535.431766499
3612,-9406.95093871287
3613,655504.088131493
3614,488870.246815736
3615,84695.554060571
3616,185341.601888296
3617,453035.270608623
3618,401505.603145738
3619,301043.434948376
3620,328366.733707952
3621,254594.851145682
3622,184698.628773503
3623,221856.127498445
3624,84063.5220778219
3625,115310.203808356
3626,268309.357114153
3627,296232.08281993
3628,104983.683929655
3629,521591.598145028
3630,304063.896632158
3631,439537.160745417
3632,387181.487713269
3633,600621.880584227
3634,168211.903209849
3635,497750.506656651
3636,48465.0874330749
3637,41519.2943045734
3638,240833.285754199
3639,138625.873892065
3640,254546.454361927
3641,70578.9810608215
3642,592024.216364346
3643,125373.447360752
3644,40248.9048884452
3645,48552.521246205
3646,35447.2175636801
3647,432631.721913708
3648,279037.019333208
3649,318914.810129927
3650,368132.140588047
3651,313956.671557918
3652,189861.897779206
3653,471881.571145884
3654,420799.142253159
3655,195367.099344813
3656,518566.613268231
3657,125885.932637287
3658,450577.870517212
3659,186696.271827887
3660,266435.38250395
3661,125160.549692006
3662,442446.199911563
3663,268301.566565372
3664,153633.701740605
3665,334634.505144154
3666,220634.677398649
3667,120693.513216835
3668,213226.156256153
3669,250845.772898717
3670,317282.143728821
3671,255680.475237252
3672,287804.923592112
3673,43675.9072441513
3674,188893.908770336
3675,291324.484246899
3676,378307.704902061
3677,311192.208427013
3678,463872.834185597
3679,256393.676040587
3680,230761.266830328
3681,412633.12909196
3682,324313.627820329
3683,195904.757753565
3684,102200.886654079
3685,286810.930079955
3686,276411.621818578
3687,348253.396969856
3688,115539.068232581
3689,152091.758462365
3690,243886.801733226
3691,480172.009690899
3692,131017.218363448
3693,255508.137855699
3694,454507.734461405
3695,255463.314317275
3696,236170.754033944
3697,210081.566329331
3698,521412.406475768
3699,288317.016701999
3700,237235.206997313
3701,74505.1275109828
3702,158760.451881083
3703,67449.7310205278
3704,1027088.37323715
3705,496714.223181755
3706,400922.773416549
3707,316760.045018441
3708,103248.395875548
3709,315879.285407373
3710,236566.80098885
3711,115386.744724911
3712,210493.65669155
3713,544892.547317381
3714,97175.6435209402
3715,215951.462963276
3716,125009.648244526
3717,240675.312126743
3718,312205.774175962
3719,198427.120395691
3720,382848.904710207
3721,326797.979096304
3722,462334.393471432
3723,177412.361779006
3724,207893.583805486
3725,362762.295922854
3726,418932.381762461
3727,242582.457019544
3728,377273.939075731
3729,572769.14461125
3730,244648.909973388
3731,188377.918601529
3732,282259.908314742
3733,169745.693442005
3734,95624.2947881724
3735,57379.3624543444
3736,569976.217313198
3737,299812.764519333
3738,6451.15767599254
3739,342638.777898226
3740,216525.760276552
3741,108083.135656166
3742,142491.858447932
3743,181295.261214039
3744,266180.431172802
3745,227706.65107282
3746,341682.100152312
3747,527479.360621426
3748,637172.579468187
3749,185096.16854968
3750,350972.776391743
3751,354822.27874775
3752,247535.932311633
3753,521059.486593998
3754,554395.567337547
3755,307027.752405232
3756,424452.574929553
3757,224849.120053647
3758,156550.263659249
3759,411539.798752598
3760,373838.507815277
3761,206032.464162606
3762,369952.764814771
3763,475586.692879408
3764,272142.995265425
3765,91349.5875968405
3766,135886.848433585
3767,22884.6266263391
3768,57209.1027452043
3769,54578.0070382681
3770,301553.862129441
3771,342586.987620342
3772,708610.964749349
3773,365239.995642171
3774,232758.651646046
3775,211757.555019763
3776,265636.087136694
3777,556643.243396097
3778,282036.443017372
3779,83758.2145007129
3780,220394.709151881
3781,122608.851255739
3782,278222.319931903
3783,373403.043714052
3784,573163.729287971
3785,207413.309687233
3786,374440.458599815
3787,421885.047647302
3788,459417.529579103
3789,178997.427013458
3790,130684.309998362
3791,144611.964401112
3792,168177.319902887
3793,156872.62655208
3794,160533.842520841
3795,587180.222728911
3796,518548.148560656
3797,142324.633091911
3798,113021.080425894
3799,248746.158253019
3800,171881.458682291
3801,245876.758299678
3802,542673.522561281
3803,272426.000437351
3804,336935.288360534
3805,282971.920821279
3806,421897.574875888
3807,919235.194559388
3808,302058.99141438
3809,296555.707963306
3810,182019.791741149
3811,170100.11429317
3812,241274.605180068
3813,273082.397915427
3814,117495.856052
3815,225791.855475623
3816,683069.121647368
3817,173031.693283614
3818,219540.222978548
3819,716727.194961788
3820,225593.039617087
3821,230934.428310165
3822,284787.348962846
3823,190517.477213941
3824,602870.669707503
3825,312758.438534161
3826,457288.776955659
3827,166449.060828813
3828,164261.607707471
3829,407157.631827522
3830,470502.500003639
3831,106991.93807236
3832,387091.736199948
3833,158164.246243705
3834,191502.988796787
3835,264554.684670274
3836,580381.985395919
3837,425228.446859944
3838,469387.527997661
3839,97084.4179907322
3840,213424.433055449
3841,344222.426300593
3842,347701.625775995
3843,332703.629064322
3844,100111.981560174
3845,295193.813255883
3846,160963.487209912
3847,425029.393483959
3848,331882.634413261
3849,205238.390037222
3850,345633.622893367
3851,246240.766101875
3852,542463.234444711
3853,340421.329688604
3854,299864.172606657
3855,164410.026454643
3856,359723.837889784
3857,14996.673486094
3858,346422.677339797
3859,150571.327851707
3860,503724.74405727
3861,270795.763900138
3862,445963.932885229
3863,312071.424645283
3864,113582.279625709
3865,149091.657001511
3866,353544.400478649
3867,453572.559839585
3868,474806.819504966
3869,109711.584572899
3870,367352.731602257
3871,198923.029678489
3872,228489.155271303
3873,239953.653977385
3874,141606.886271015
3875,191000.546265336
3876,163616.534682306
3877,178837.167242792
3878,372069.49391377
3879,401145.674985937
3880,334802.692936999
3881,238488.087748114
3882,338168.726447533
3883,703876.904510207
3884,258455.093881641
3885,538245.263746688
3886,50630.8543682708
3887,164510.574927376
3888,474748.144116343
3889,400499.106502093
3890,428680.631342308
3891,248871.084775411
3892,139118.986451058
3893,145804.549404799
3894,125015.258344107
3895,713092.570714218
